ensemble,mean_AD,mean_N,log2fc,pval,qval
ENSG00000019144,48.58108108108108,55.46341463414634,-0.18752664990992196,0.14913881600175194,0.912618334757989
ENSG00000255121,5.1891891891891895,6.195121951219512,-0.21726871716312576,0.23881120799106725,0.912618334757989
ENSG00000114770,29.41891891891892,34.390243902439025,-0.21838282362345482,0.2559400448662037,0.912618334757989
ENSG00000196914,67.12162162162163,75.2439024390244,-0.16250918500116626,0.1918206632341105,0.912618334757989
ENSG00000250493,16.06756756756757,21.682926829268293,-0.4103493432187076,0.17988681452053312,0.912618334757989
ENSG00000023171,29.716216216216218,36.68292682926829,-0.294910514984755,0.12094768137276246,0.912618334757989
ENSG00000154146,23.364864864864863,20.975609756097562,0.1488990246079367,0.24013124524456353,0.912618334757989
ENSG00000151715,7.22972972972973,11.853658536585366,-0.6432620947417483,0.088421018502267,0.912618334757989
ENSG00000085274,10.932432432432432,16.121951219512194,-0.5209589536669609,0.13354030098533515,0.912618334757989
ENSG00000149294,28.77027027027027,33.90243902439025,-0.22945553803665086,0.09472904793494061,0.912618334757989
ENSG00000114270,32.4054054054054,40.0,-0.295542342342659,0.08972845207935339,0.912618334757989
ENSG00000277048,27.7027027027027,32.63414634146341,-0.22874005172069284,0.08367004508384432,0.912618334757989
ENSG00000087274,28.743243243243242,35.80487804878049,-0.3073350216459921,0.061190582987075685,0.912618334757989
ENSG00000122966,41.9054054054054,50.34146341463415,-0.25896500241773407,0.09658541298257527,0.912618334757989
ENSG00000130779,45.189189189189186,49.97560975609756,-0.14225190630297196,0.21124109530088697,0.912618334757989
ENSG00000197653,42.32432432432432,50.26829268292683,-0.24288960481849645,0.07248679167690535,0.912618334757989
ENSG00000139364,32.891891891891895,38.46341463414634,-0.21957562063880454,0.23117785070235708,0.912618334757989
ENSG00000144406,50.054054054054056,58.41463414634146,-0.21879279252882874,0.07439951545364057,0.912618334757989
ENSG00000111452,28.905405405405407,33.09756097560975,-0.18926227058529072,0.22884035888440346,0.912618334757989
ENSG00000102755,32.554054054054056,40.31707317073171,-0.3002509741662239,0.04833497377144164,0.912618334757989
ENSG00000073910,51.986486486486484,61.073170731707314,-0.22834537545733427,0.06327420612824504,0.912618334757989
ENSG00000139767,19.972972972972972,25.975609756097562,-0.3631241890584456,0.03757140139857798,0.912618334757989
ENSG00000150893,36.78378378378378,42.09756097560975,-0.1898390401870464,0.052125525710604734,0.912618334757989
ENSG00000139668,40.229729729729726,45.926829268292686,-0.18672798020225198,0.20816683718836893,0.912618334757989
ENSG00000250903,30.85135135135135,39.73170731707317,-0.3547977051221132,0.12521687072082693,0.912618334757989
ENSG00000225884,2.581081081081081,6.780487804878049,-1.119465425325174,0.24618202236427988,0.912618334757989
ENSG00000165416,33.310810810810814,41.75609756097561,-0.31746696212289843,0.06974821043310615,0.912618334757989
ENSG00000005810,44.648648648648646,53.170731707317074,-0.24694142575646114,0.05358435865886177,0.912618334757989
ENSG00000165801,23.31081081081081,26.29268292682927,-0.16691621073577795,0.2534428719616971,0.912618334757989
ENSG00000100461,36.45945945945946,42.4390243902439,-0.21366161997527117,0.23229552467339354,0.912618334757989
ENSG00000151320,48.108108108108105,56.853658536585364,-0.23644695132275403,0.09485485378666454,0.912618334757989
ENSG00000081320,15.337837837837839,20.146341463414632,-0.3721910149835773,0.09645184510749766,0.912618334757989
ENSG00000153827,36.472972972972975,44.65853658536585,-0.2850341795547917,0.16011529004775027,0.912618334757989
ENSG00000204120,38.5945945945946,44.24390243902439,-0.1924198832094213,0.15412394617929068,0.912618334757989
ENSG00000168918,24.486486486486488,30.365853658536587,-0.2994623276637168,0.08170573532115785,0.912618334757989
ENSG00000167548,46.13513513513514,52.31707317073171,-0.17779472190584442,0.05652967317729519,0.912618334757989
ENSG00000185219,46.851351351351354,53.02439024390244,-0.17505121606233034,0.12029599957836266,0.912618334757989
ENSG00000144649,7.675675675675675,11.853658536585366,-0.5671310255257775,0.14195346154687735,0.912618334757989
ENSG00000114857,38.472972972972975,43.48780487804878,-0.17254473234642886,0.1609701555511719,0.912618334757989
ENSG00000161791,29.554054054054053,37.58536585365854,-0.3366899687321289,0.05840793639639695,0.912618334757989
ENSG00000258137,2.918918918918919,6.7317073170731705,-0.980331301135339,0.10649364189158661,0.912618334757989
ENSG00000163539,40.7027027027027,50.5609756097561,-0.3061386758228143,0.04329303415257419,0.912618334757989
ENSG00000183960,18.10810810810811,21.609756097560975,-0.24276048482699797,0.220879375905789,0.912618334757989
ENSG00000061987,40.83783783783784,48.146341463414636,-0.23227572828178558,0.08177383526328637,0.912618334757989
ENSG00000111530,34.08108108108108,39.58536585365854,-0.2102664111528197,0.24393158140417148,0.912618334757989
ENSG00000134070,8.35135135135135,14.609756097560975,-0.7392012282615039,0.02379775494217082,0.912618334757989
ENSG00000253719,16.91891891891892,17.70731707317073,-0.062119068401211654,0.24963473982204154,0.912618334757989
ENSG00000067798,30.594594594594593,39.34146341463415,-0.3525856656504846,0.02606083236146273,0.912618334757989
ENSG00000134121,25.72972972972973,31.146341463414632,-0.26620930525980674,0.12659675659641761,0.912618334757989
ENSG00000198015,35.16216216216216,44.21951219512195,-0.32246448899493596,0.12521910691719548,0.912618334757989
ENSG00000136011,29.04054054054054,33.21951219512195,-0.18790842160377522,0.19670470580867871,0.912618334757989
ENSG00000075856,20.027027027027028,27.097560975609756,-0.4182000174669865,0.1043906109464832,0.912618334757989
ENSG00000076555,39.5,43.31707317073171,-0.1299406967314074,0.2210635669633061,0.912618334757989
ENSG00000174437,33.067567567567565,42.78048780487805,-0.3618890868627401,0.0767796962599358,0.912618334757989
ENSG00000205592,82.72972972972973,89.3170731707317,-0.10925876639292749,0.200927019267936,0.912618334757989
ENSG00000184613,18.35135135135135,14.121951219512194,0.35579001097915275,0.24733644080557982,0.912618334757989
ENSG00000163956,17.83783783783784,24.341463414634145,-0.4278664540466547,0.048959164573804725,0.912618334757989
ENSG00000110422,23.89189189189189,20.073170731707318,0.24026848291700095,0.21552682161899506,0.912618334757989
ENSG00000257923,42.445945945945944,49.90243902439025,-0.2285132239553917,0.21775397492941384,0.912618334757989
ENSG00000153113,35.12162162162162,43.19512195121951,-0.291024478814023,0.09542585713511209,0.912618334757989
ENSG00000005249,14.797297297297296,18.414634146341463,-0.2974667670228587,0.0046730236724211735,0.912618334757989
ENSG00000128573,39.5,44.09756097560975,-0.1551275019014874,0.2498965679186338,0.912618334757989
ENSG00000157741,38.391891891891895,49.90243902439025,-0.3698360780828423,0.023982185483626666,0.912618334757989
ENSG00000064393,38.41891891891892,47.34146341463415,-0.29437293729917663,0.1281229774133589,0.912618334757989
ENSG00000164309,39.12162162162162,44.63414634146341,-0.1857338262649947,0.1717005594186427,0.912618334757989
ENSG00000214944,40.58108108108108,45.951219512195124,-0.17523536314694754,0.21566000845658273,0.912618334757989
ENSG00000146833,14.27027027027027,18.317073170731707,-0.3391509237879256,0.10796321327653427,0.912618334757989
ENSG00000006459,24.635135135135137,28.609756097560975,-0.20795010385507232,0.14258299355918863,0.912618334757989
ENSG00000086758,40.567567567567565,50.65853658536585,-0.31354844704137613,0.18013014864641452,0.912618334757989
ENSG00000169083,24.54054054054054,31.146341463414632,-0.33186549691048256,0.19070248741195128,0.912618334757989
ENSG00000147133,22.243243243243242,28.585365853658537,-0.34807234654191616,0.10944114025979905,0.912618334757989
ENSG00000270641,45.67567567567568,54.97560975609756,-0.26212743178311215,0.2135388237907767,0.912618334757989
ENSG00000085224,34.75675675675676,44.65853658536585,-0.35266873431559365,0.12521761612057164,0.912618334757989
ENSG00000196440,24.364864864864863,30.682926829268293,-0.320874141627873,0.23794580038750424,0.912618334757989
ENSG00000151883,23.45945945945946,30.097560975609756,-0.3464089107865186,0.14987117293309712,0.912618334757989
ENSG00000085185,13.22972972972973,17.609756097560975,-0.3871508868196796,0.1257150490905943,0.912618334757989
ENSG00000205542,86.33783783783784,72.41463414634147,0.25053914362000845,0.025113116412497777,0.912618334757989
ENSG00000186472,53.945945945945944,62.951219512195124,-0.21895883138788833,0.03046973644113253,0.912618334757989
ENSG00000146592,31.16216216216216,34.97560975609756,-0.16165474195212626,0.2546776880778049,0.912618334757989
ENSG00000151292,13.45945945945946,20.75609756097561,-0.5894061796426616,0.05788414449796237,0.912618334757989
ENSG00000124782,35.21621621621622,42.34146341463415,-0.25911204169440955,0.052454387060326374,0.912618334757989
ENSG00000118322,25.12162162162162,29.951219512195124,-0.2447517926407364,0.16621258352456236,0.912618334757989
ENSG00000278828,5.486486486486487,6.0,-0.1099176920780353,0.03133031877573369,0.912618334757989
ENSG00000204623,39.608108108108105,45.65853658536585,-0.20037324375843066,0.11081850666939683,0.912618334757989
ENSG00000231074,28.472972972972972,34.829268292682926,-0.2817459869263954,0.026845421267548682,0.912618334757989
ENSG00000112139,33.527027027027025,29.51219512195122,0.17834014064829784,0.2059709112119631,0.912618334757989
ENSG00000146122,19.62162162162162,24.0,-0.277770308569144,0.1608602193498443,0.912618334757989
ENSG00000171815,13.364864864864865,19.21951219512195,-0.4932037709755118,0.1384346664343844,0.912618334757989
ENSG00000151914,118.8108108108108,133.29268292682926,-0.16462260844116253,0.14271541934232948,0.912618334757989
ENSG00000112200,34.472972972972975,43.02439024390244,-0.311582775344552,0.059224709824089464,0.912618334757989
ENSG00000198478,12.486486486486486,14.878048780487806,-0.2355190888392412,0.06465652115756282,0.912618334757989
ENSG00000188994,29.986486486486488,37.31707317073171,-0.30634818672426906,0.2534503692393636,0.912618334757989
ENSG00000112159,61.13513513513514,65.97560975609755,-0.1082265204397866,0.2523375961013081,0.912618334757989
ENSG00000247627,31.08108108108108,111.0,-1.8037040680446472,0.12803863121573938,0.912618334757989
ENSG00000146263,47.391891891891895,58.51219512195122,-0.2984199901405902,0.04299852996821364,0.912618334757989
ENSG00000198945,14.824324324324325,20.21951219512195,-0.42324759124574163,0.12788044771671236,0.912618334757989
ENSG00000152818,47.25675675675676,54.80487804878049,-0.20966027920318986,0.1458684389524613,0.912618334757989
ENSG00000075624,58.027027027027025,47.09756097560975,0.29541194353107486,0.1442345396968944,0.912618334757989
ENSG00000136267,21.783783783783782,29.804878048780488,-0.4351514638563361,0.1847877985283014,0.912618334757989
ENSG00000129682,30.37837837837838,43.0,-0.48773272740068063,0.02913317782615213,0.912618334757989
ENSG00000110429,29.445945945945947,34.53658536585366,-0.2230549248399508,0.15400686972851038,0.912618334757989
ENSG00000196924,28.93243243243243,32.73170731707317,-0.17239581871897972,0.2345177395569742,0.912618334757989
ENSG00000156011,37.67567567567568,45.09756097560975,-0.25326392339263315,0.13638586905047717,0.912618334757989
ENSG00000130723,24.22972972972973,33.75609756097561,-0.46214135272413054,0.026029017059643982,0.912618334757989
ENSG00000213212,5.621621621621622,10.21951219512195,-0.7607534729526707,0.13018143094105578,0.912618334757989
ENSG00000181090,39.189189189189186,45.5609756097561,-0.21231381636238522,0.22551648841810457,0.912618334757989
ENSG00000163297,25.716216216216218,31.48780487804878,-0.2821825723529201,0.22884771044485475,0.912618334757989
ENSG00000269821,207.05405405405406,233.46341463414635,-0.17240442363987443,0.16636980111305189,0.912618334757989
ENSG00000163736,105.62162162162163,123.63414634146342,-0.2251993519350289,0.01071049371508018,0.912618334757989
ENSG00000229414,2.635135135135135,7.609756097560975,-1.2439633717254222,0.12512670225395364,0.912618334757989
ENSG00000210196,241.6216216216216,427.9512195121951,-0.8221054689413269,0.021409515978929428,0.912618334757989
ENSG00000148357,40.391891891891895,48.926829268292686,-0.27046709643531897,0.04904045677428649,0.912618334757989
ENSG00000255823,43.78378378378378,3.5365853658536586,3.303297715102554,0.09791320519112337,0.912618334757989
ENSG00000110321,27.10810810810811,31.75609756097561,-0.22077713740985402,0.2439092442608285,0.912618334757989
ENSG00000124406,28.81081081081081,34.51219512195122,-0.2524789256181799,0.07015343830436677,0.912618334757989
ENSG00000110768,17.43243243243243,22.951219512195124,-0.37785264630138693,0.03571437744144069,0.912618334757989
ENSG00000047365,32.45945945945946,38.170731707317074,-0.22736193931391602,0.1599263719219307,0.912618334757989
ENSG00000166833,37.027027027027025,45.853658536585364,-0.30113655143986046,0.081775643232505,0.912618334757989
ENSG00000176697,14.18918918918919,20.48780487804878,-0.5004732497103536,0.04954531229166205,0.912618334757989
ENSG00000281202,6.945945945945946,9.560975609756097,-0.4104522309012266,0.23266978246374892,0.912618334757989
ENSG00000174373,26.85135135135135,35.51219512195122,-0.39063107753002657,0.10950697416421966,0.912618334757989
ENSG00000075539,50.33783783783784,60.26829268292683,-0.2551181132374706,0.05805449448162439,0.912618334757989
ENSG00000148143,30.06756756756757,32.951219512195124,-0.1280541061414145,0.23343282049973102,0.912618334757989
ENSG00000165029,34.689189189189186,39.292682926829265,-0.1750307462632186,0.19877875435121428,0.912618334757989
ENSG00000145348,27.66216216216216,36.80487804878049,-0.39942495564191105,0.06703805886161024,0.912618334757989
ENSG00000147459,47.013513513513516,57.31707317073171,-0.2804778023912718,0.0514478682883355,0.912618334757989
ENSG00000120885,20.66216216216216,22.73170731707317,-0.13163864563742952,0.25344099761090466,0.912618334757989
ENSG00000206579,40.37837837837838,47.5609756097561,-0.23092029923158097,0.12239186660725875,0.912618334757989
ENSG00000091656,38.2027027027027,47.41463414634146,-0.3044900728431889,0.11818996333598272,0.912618334757989
ENSG00000079102,32.2972972972973,34.63414634146341,-0.097855283119463,0.2123973938823902,0.912618334757989
ENSG00000164934,21.39189189189189,23.48780487804878,-0.12908702774018632,0.2402687032595463,0.912618334757989
ENSG00000198948,23.37837837837838,30.829268292682926,-0.3847518292127318,0.07577190971272142,0.912618334757989
ENSG00000109756,32.37837837837838,40.41463414634146,-0.31122677809186444,0.07873982682766567,0.912618334757989
ENSG00000205038,37.351351351351354,39.8780487804878,-0.09204892064966617,0.12094694753851913,0.912618334757989
ENSG00000164796,45.2027027027027,57.292682926829265,-0.33533755644558244,0.00850992807871617,0.912618334757989
ENSG00000164162,7.5675675675675675,14.731707317073171,-0.8767176811820753,0.1588762431486035,0.912618334757989
ENSG00000181790,13.783783783783784,10.682926829268293,0.3396138160455103,0.156224966495225,0.912618334757989
ENSG00000107099,46.9054054054054,41.048780487804876,0.18812449202691434,0.11548493601718406,0.912618334757989
ENSG00000137154,13.972972972972974,17.878048780487806,-0.33434895110608803,0.12213879532981829,0.912618334757989
ENSG00000260390,4.108108108108108,8.414634146341463,-0.8821159740578739,0.06718833547447885,0.912618334757989
ENSG00000164066,37.9054054054054,46.19512195121951,-0.2786671384792043,0.1466603215338113,0.912618334757989
ENSG00000188647,25.527027027027028,30.975609756097562,-0.2695088737664496,0.22997580575360543,0.912618334757989
ENSG00000148053,46.63513513513514,56.707317073170735,-0.2767281771771362,0.08438852173481388,0.912618334757989
ENSG00000187764,33.986486486486484,43.19512195121951,-0.3370893511569902,0.010699660784163482,0.912618334757989
ENSG00000215156,25.18918918918919,32.073170731707314,-0.3366899687321287,0.10129476964654582,0.912618334757989
ENSG00000214900,39.851351351351354,45.41463414634146,-0.1841959436571806,0.2559813312958782,0.912618334757989
ENSG00000168497,34.229729729729726,36.34146341463415,-0.08398506097509778,0.06360531712443294,0.912618334757989
ENSG00000258981,1.5810810810810811,4.195121951219512,-1.0091821532009557,0.038250463560507805,0.912618334757989
ENSG00000049759,40.66216216216216,52.26829268292683,-0.35453932782354336,0.13030334976601357,0.912618334757989
ENSG00000179772,3.7567567567567566,7.463414634146342,-0.83126159495183,0.2135279389637743,0.912618334757989
ENSG00000158710,12.905405405405405,12.317073170731707,0.062368764963249876,0.23631547463873848,0.912618334757989
ENSG00000124177,40.270270270270274,46.073170731707314,-0.18980214636945708,0.19881775240305133,0.912618334757989
ENSG00000054803,7.054054054054054,10.146341463414634,-0.46878319560677423,0.06664949077533149,0.912618334757989
ENSG00000087460,40.608108108108105,42.707317073170735,-0.0710101310236531,0.23806625269402648,0.912618334757989
ENSG00000101191,29.39189189189189,33.5609756097561,-0.18545745815106796,0.20812644150624238,0.912618334757989
ENSG00000176533,8.64864864864865,16.024390243902438,-0.8192043231914184,0.028938408732282598,0.912618334757989
ENSG00000142449,25.756756756756758,31.463414634146343,-0.27891150195578607,0.04896229072384164,0.912618334757989
ENSG00000181143,108.77027027027027,125.1219512195122,-0.20033202145171328,0.05396980604806243,0.912618334757989
ENSG00000159164,10.405405405405405,14.292682926829269,-0.42312380510571984,0.11240854207042508,0.912618334757989
ENSG00000080573,21.135135135135137,26.121951219512194,-0.2931227920933648,0.08223426940317312,0.912618334757989
ENSG00000105612,4.081081081081081,10.170731707317072,-1.1365162974301728,0.040585236456537215,0.912618334757989
ENSG00000081019,13.837837837837839,19.097560975609756,-0.4377395491888857,0.20990242145504,0.912618334757989
ENSG00000141837,26.37837837837838,34.19512195121951,-0.362338486700926,0.12162509231782445,0.912618334757989
ENSG00000072958,33.2972972972973,41.63414634146341,-0.31391447667035843,0.030456952330048522,0.912618334757989
ENSG00000213366,15.95945945945946,20.48780487804878,-0.34142792109314535,0.240212056156359,0.912618334757989
ENSG00000130876,6.905405405405405,7.317073170731708,-0.07323647556427162,0.15179868389377935,0.912618334757989
ENSG00000125746,17.283783783783782,21.829268292682926,-0.3203199566177336,0.1573445576003607,0.912618334757989
ENSG00000119547,35.12162162162162,40.19512195121951,-0.1896108515691737,0.22329490817957653,0.912618334757989
ENSG00000105373,11.297297297297296,18.195121951219512,-0.642398451432294,0.04556848180608799,0.912618334757989
ENSG00000078043,45.04054054054054,52.46341463414634,-0.21564721187504635,0.2534878526158262,0.912618334757989
ENSG00000134759,27.06756756756757,33.68292682926829,-0.30532160978563355,0.08223064116575438,0.912618334757989
ENSG00000123684,19.5,25.951219512195124,-0.3947266450426266,0.10625075278987633,0.912618334757989
ENSG00000108666,11.716216216216216,17.4390243902439,-0.536092872503402,0.028339793458535437,0.912618334757989
ENSG00000185379,27.216216216216218,32.51219512195122,-0.24816165325908177,0.2498217846388543,0.912618334757989
ENSG00000143847,25.783783783783782,32.4390243902439,-0.3201729696036037,0.09529834898882923,0.912618334757989
ENSG00000275066,41.7972972972973,44.31707317073171,-0.08253499536532911,0.23578682858944222,0.912618334757989
ENSG00000012983,19.45945945945946,28.024390243902438,-0.5044977292204403,0.0070087686922276765,0.912618334757989
ENSG00000033627,29.243243243243242,34.048780487804876,-0.21275138649180853,0.1549021069113915,0.912618334757989
ENSG00000108883,28.33783783783784,33.73170731707317,-0.24349078136211957,0.1791204379715844,0.912618334757989
ENSG00000150681,17.27027027027027,20.585365853658537,-0.2405555696990416,0.03904110715765616,0.912618334757989
ENSG00000141367,32.851351351351354,38.0,-0.20426069640862723,0.22214485534785777,0.912618334757989
ENSG00000125450,18.716216216216218,15.439024390243903,0.2622580257251665,0.19446635048629213,0.912618334757989
ENSG00000198216,44.66216216216216,50.80487804878049,-0.18208877665121817,0.14505292431899203,0.912618334757989
ENSG00000169696,24.41891891891892,26.682926829268293,-0.1230938096659483,0.23439761248090096,0.912618334757989
ENSG00000169905,42.67567567567568,49.31707317073171,-0.2042179841455561,0.195805859125192,0.912618334757989
ENSG00000162782,15.716216216216216,11.146341463414634,0.4607264918974229,0.0656248133049229,0.912618334757989
ENSG00000075391,38.58108108108108,47.53658536585366,-0.29426159856251044,0.0483757202940555,0.912618334757989
ENSG00000116161,8.716216216216216,13.536585365853659,-0.5812219210337299,0.14763631037438837,0.912618334757989
ENSG00000101745,40.7027027027027,35.53658536585366,0.1907990771011177,0.19271556384535438,0.912618334757989
ENSG00000053747,38.83783783783784,43.5609756097561,-0.16164147054328495,0.2102878667172533,0.912618334757989
ENSG00000078142,36.608108108108105,44.26829268292683,-0.26745716280683085,0.13637426420861143,0.912618334757989
ENSG00000196712,72.02702702702703,79.92682926829268,-0.14818757264104468,0.1869031109051842,0.912618334757989
ENSG00000122484,40.7027027027027,52.19512195121951,-0.35115306908088173,0.04671947238258522,0.912618334757989
ENSG00000162433,15.864864864864865,11.75609756097561,0.4028337216044408,0.23880128592343963,0.912618334757989
ENSG00000210117,22.12162162162162,47.26829268292683,-1.0618332135689648,0.0365836641558537,0.912618334757989
ENSG00000127481,78.06756756756756,84.6829268292683,-0.115921719413968,0.23813850022654548,0.912618334757989
ENSG00000210140,13.04054054054054,20.073170731707318,-0.5858089242701229,0.10771309404522986,0.912618334757989
ENSG00000198804,3994.9594594594596,6445.731707317073,-0.6900259977990251,0.07931378883464346,0.912618334757989
ENSG00000198712,3650.7567567567567,5477.073170731707,-0.585077865563958,0.08656353205774203,0.912618334757989
ENSG00000142621,33.95945945945946,39.048780487804876,-0.1960754341039298,0.24380405018898121,0.912618334757989
ENSG00000228253,1242.5945945945946,1610.7560975609756,-0.37411719047970643,0.19891877156086146,0.912618334757989
ENSG00000198899,3881.5945945945946,5273.682926829269,-0.44206329823728113,0.165499230204588,0.912618334757989
ENSG00000198793,39.013513513513516,46.1219512195122,-0.2359119646690854,0.08809257651747082,0.912618334757989
ENSG00000198938,3262.5,5322.682926829269,-0.7060046090490848,0.11422018337178454,0.912618334757989
ENSG00000198840,1816.2027027027027,2563.512195121951,-0.49696507562283976,0.1745848621558609,0.912618334757989
ENSG00000212907,2031.1351351351352,2621.2195121951218,-0.367792118821858,0.1889054146090685,0.912618334757989
ENSG00000142611,21.16216216216216,25.829268292682926,-0.2757090699174421,0.21873528083787597,0.912618334757989
ENSG00000198886,10633.918918918918,13998.853658536585,-0.39660271248423307,0.14037323277006464,0.912618334757989
ENSG00000198786,10241.445945945947,14986.756097560976,-0.5492241262716635,0.17090656640612023,0.912618334757989
ENSG00000198695,1826.9324324324325,2483.0975609756097,-0.4425090916805642,0.21358941217301985,0.912618334757989
ENSG00000248527,585.2567567567568,804.8780487804878,-0.4590288912098763,0.16196266906695234,0.912618334757989
ENSG00000237973,20.756756756756758,17.317073170731707,0.24827451447684157,0.06053924836931773,0.912618334757989
ENSG00000198727,5514.540540540541,8609.853658536585,-0.6426539884426247,0.16638986689209379,0.912618334757989
ENSG00000198763,9520.5,12025.975609756097,-0.3370131214608114,0.22565199056728502,0.912618334757989
ENSG00000105053,28.14864864864865,30.26829268292683,-0.10127144646915309,0.22435935909139615,0.912618334757989
ENSG00000210082,23366.986486486487,26391.60975609756,-0.17560058542001267,0.23472276656255175,0.912618334757989
ENSG00000188529,27.054054054054053,23.048780487804876,0.22224553096910335,0.24744472279393026,0.912618334757989
ENSG00000063245,38.17567567567568,43.5609756097561,-0.18582266157695781,0.19880445812587244,0.912618334757989
ENSG00000198440,17.783783783783782,25.48780487804878,-0.4958405812043579,0.026611552487087766,0.912618334757989
ENSG00000100030,28.85135135135135,36.53658536585366,-0.3305011739838017,0.0423950966567448,0.912618334757989
ENSG00000279184,110.60810810810811,126.65853658536585,-0.19384817474218335,0.2487657231542929,0.912618334757989
ENSG00000100345,33.58108108108108,37.34146341463415,-0.1489224312300263,0.23916971653518193,0.912618334757989
ENSG00000100106,20.41891891891892,21.853658536585368,-0.0935394736432834,0.2510210283238008,0.912618334757989
ENSG00000100354,54.66216216216216,63.21951219512195,-0.20631475618867207,0.11086710240749224,0.912618334757989
ENSG00000280383,51.95945945945946,60.073170731707314,-0.2056503503412748,0.10695928370118779,0.912618334757989
ENSG00000234869,6.77027027027027,13.073170731707316,-0.8569107238246109,0.15216320162192953,0.912618334757989
ENSG00000156265,21.7027027027027,26.073170731707318,-0.25399980458221183,0.0715292308577135,0.912618334757989
ENSG00000205726,59.527027027027025,70.48780487804878,-0.24011766284471012,0.04609848697844526,0.912618334757989
ENSG00000237945,36.62162162162162,43.146341463414636,-0.23073184713270564,0.25109213202257663,0.912618334757989
ENSG00000157542,44.74324324324324,51.21951219512195,-0.19103032293401656,0.22891570383727822,0.912618334757989
ENSG00000205622,19.635135135135137,27.26829268292683,-0.4540818652204864,0.035723129526107913,0.912618334757989
ENSG00000142173,11.256756756756756,15.609756097560975,-0.43845360849441484,0.057075156628109906,0.912618334757989
ENSG00000060688,12.85135135135135,14.487804878048781,-0.16110594827758598,0.08999233867239254,0.912618334757989
